Run,T_in,P_in,x_Benzene_in,N_Stages,Feed_Tray,Reflux,B_Draw,Qc_kW,Qr_kW,xD_Benzene,xB_Toluene
1335,365.7760118195709,187168.3734502619,0.4504775842973805,18,7,4.386122276395758,46.49817723711684,5102.500507047255,6196.62152940749,0.841205056161296,0.99910201624588
1336,361.978414362135,169547.8984357396,0.4907881403805442,18,16,4.184557638140971,47.12068377514325,5075.665661169368,6117.358923047337,0.802671353857564,0.8592104111976827
1337,368.83705528077763,170688.11117398716,0.6101486645210088,23,17,2.1595901112268194,63.37866137456206,3387.089519236295,4340.0398153653205,0.9999692603963841,0.615096737243993
1338,369.06115186559146,137110.64901007042,0.48563477187552023,19,10,3.564718520786748,63.727399832573326,3356.7430797400593,4409.507758914584,0.9973488340682894,0.8056245549875646
1339,367.60765399913583,222466.78468027787,0.46569831986040733,24,12,3.2859444538637463,45.19816500691537,5219.069468551809,6303.026719831192,0.8494299577068293,0.9995683097841187
1340,369.188324104467,198365.15720578172,0.5197412404696575,22,4,4.0114036201775285,49.25493175788484,4726.595218990133,5776.527967205531,0.9666867272214466,0.9407259334008913
1341,362.93113220063094,151165.8071134834,0.47935648701758815,21,14,4.622315122775026,50.655280441837576,4608.405664255876,5692.33769499033,0.9536682808498373,0.9826838421570712
1342,361.7430837306276,158543.4171761474,0.48574149070999073,14,12,2.356755971858299,60.988247063303156,3664.0519385275493,4710.517054269869,0.9251137932112152,0.795307474258852
1343,362.3484592866496,173692.04228194035,0.5895361970865749,13,4,5.116749651619715,62.649722017890994,3474.9168966943616,4440.996724285695,0.9722847727272227,0.6386494234873342
1344,366.311085355951,130320.5361294116,0.5911212160731107,23,5,3.946458309468035,55.779806085766346,4103.9782789356095,5078.683058068159,0.9839696844317363,0.7203147079425005
1345,368.4111058324596,150567.0553285562,0.6288994574161113,15,13,5.245619689433724,55.8103756356707,4088.2799238952102,5035.220715592954,0.9986139649376383,0.6638336593804747
1346,364.2854976742857,230921.80197984635,0.5508646229353208,12,5,2.139073951186756,64.6887626918616,3280.7802475311473,4275.020779844034,0.978737572729466,0.682695622139768
1347,366.1687868699788,216116.84165380715,0.5583686363283806,15,13,2.241401232681858,63.83698325586056,3346.4776630145207,4338.114809590175,0.9975203828478181,0.6904064647591273
1348,361.1551959507881,142384.6219861905,0.4666161589683337,22,15,4.601441790807781,49.801882586706476,4723.245427024161,5812.408285968388,0.9157020512769173,0.9860427603307802
1349,363.2694570354145,171989.9703199282,0.6386174921225298,18,14,5.097412496682071,45.608507955058194,5030.937953154253,5985.821842572397,0.99969888140157,0.7919985572315562
1350,360.86105264189086,203035.00394526613,0.6008670257565629,18,16,4.108357044260947,57.227474597520896,3956.4202388174463,4923.5890116945675,0.9994919252105455,0.6970701758737274
1351,368.9282868919956,172317.41809248616,0.556113804537471,23,6,2.064196114303187,60.5685101091726,3656.5032874239123,4653.302959197165,0.9878850698396398,0.7249791966313647
1352,362.6799357290762,184395.57271764555,0.5650750838469608,12,10,5.9231380351616565,50.69381108999566,4621.985893029873,5618.049067872304,0.9350054144539098,0.7947292861986399
1353,369.28778646974496,233036.19322910035,0.639318054908126,23,15,3.0136134995542245,46.600060388200504,4938.972617467177,5891.414845232195,0.9999333366652917,0.7739181964871044
1354,360.82276713210086,235950.12832272437,0.47492646904787206,15,5,5.861289925776546,55.49437100386085,4141.887666316935,5219.698312123466,0.9708145031290889,0.92276808031288
1355,367.43092586014683,149639.16289304104,0.5118702635768861,19,6,5.346507652494544,54.919835907624005,4182.408246220711,5228.986409691921,0.9855259996827481,0.8769232925959881
1356,364.024446883209,145510.59978449758,0.5516867446777787,24,12,4.280272468919325,46.428916326070386,4955.308218611159,5991.2693099455,0.9994631108659239,0.9649711288722659
1357,362.01759473033644,137173.54947746787,0.5572688353656486,18,12,3.9634003291767397,54.33136151449925,4224.4814006817105,5233.3589707287065,0.9993030995353079,0.814286421963602
1358,361.94006192745866,226073.09845238508,0.4504168709288897,12,10,4.572745996433966,50.29579324188485,4794.206760166436,5862.4935311470235,0.7719602936070077,0.8673445109354827
1359,369.1628265047134,186966.12354716592,0.5852761025180376,19,10,5.390351888937929,47.12675843296523,4891.5735696354295,5891.498470519868,0.9986952641187946,0.8785540425333731
1360,362.1877934028135,165573.92482094222,0.4859268061918323,22,3,3.0152720655589467,60.86152453720853,3669.0924287580083,4717.127371699945,0.9346827002231933,0.8026565259031189
1361,363.9024830914447,208030.74776186288,0.5232813441286347,19,3,3.1951063467224516,54.148199313347746,4288.684730637751,5317.947596806657,0.946141152467756,0.834789356212829
1362,363.12250123414947,163916.20591950172,0.5432473142029137,13,11,4.2703824007696785,64.02174580735011,3334.0124827460704,4336.666965166952,0.9910682130869715,0.7084142724915683
1363,366.2793276550245,241990.0909783283,0.545956424093772,23,20,3.8882563124757596,46.20361876243961,3334.0124827460704,4336.666965166952,0.9910682130869715,0.7084142724915683
1364,369.75243628642727,249767.18498938048,0.46254438648866214,12,9,2.210926358256119,49.33848207428409,4843.4403764865565,5913.961667662534,0.8268133179524286,0.9114925969219937
1365,365.442727116825,228089.95478901884,0.48914305182925744,22,8,2.6377883468199848,64.30350066047053,3306.442232979116,4354.321971575525,0.9931250066826395,0.790630076130723
1366,362.7746285324404,195364.5231951687,0.5940434836892751,17,10,5.255911495232758,58.720729158666614,3818.9798284032904,4789.410458412984,0.9986666736620664,0.6903969598624438
1367,368.19382977099474,238426.72863681123,0.453904226203528,13,9,4.677470472895786,54.38102927057195,4300.3014261611315,5386.81312920593,0.905994116383913,0.9253433853962891
1368,362.51279978994245,166192.91039469652,0.5158735402308263,23,19,5.4033427699803065,56.13303409756849,4057.3085530906233,5100.143503215165,0.9998847617494424,0.8623726047011098
1369,364.8828728957619,241257.11270202103,0.5995693917152078,13,11,4.863686852922668,47.53631445821327,4902.008303704719,5876.734860803627,0.951328723225977,0.7886515119266293
1370,365.13099922401244,207017.28106766765,0.5400611809886486,18,15,3.491651093278753,54.90712776049753,4174.386540409754,5196.849985412418,0.9958014025598355,0.8342187426553832
1371,360.4157251975205,173964.65014673374,0.5235148029988299,13,11,2.2817024368834775,58.38340990893326,3889.76679790534,4911.617270710283,0.949707094347232,0.7802815993814172
1372,362.3766259967336,201519.10383928148,0.5850496040356259,18,10,3.7281085095006574,63.81841444250981,3347.427529023076,4318.525835949509,0.9985792173043728,0.6493992962346516
1373,369.6589954066045,191678.9619338477,0.5017268872044842,21,6,3.977966441738153,56.138822950681096,4070.0806066657196,5123.035434358622,0.9846392302239797,0.8755717924471055
1374,368.75475584736216,216241.0193769847,0.5573526357313903,20,15,3.0265243890514224,55.37041541949404,4127.898480305371,5134.650679504723,0.9998241389346493,0.7992876247229316
1375,367.7527221699472,127333.61977507899,0.4914002628735318,16,7,2.8660131106648903,56.747978062542764,4009.8642272122643,5072.09762743426,0.9889584499291418,0.8878273035776697
1376,369.00234852565933,161820.54122796364,0.5934707604317238,14,12,3.2403968628444026,48.78677279502376,4780.940901400829,5759.702045162293,0.9556996329926555,0.7867738937618728
1377,361.16393074676944,142893.20891481848,0.5840067295873936,16,14,4.624540085113743,47.32165418892887,4940.65817893291,5925.371816206009,0.9323610401950571,0.8037804083199925
1378,361.1007942989178,156211.45945444034,0.6498774935187879,18,10,4.230692239937511,50.57795620407656,4571.890772270541,5509.21594314682,0.9990931111861242,0.6913571242055402
1379,369.4579870747301,182936.6046225499,0.5075715666058571,19,7,5.474829256790851,56.28625331244955,4051.2071588830777,5099.523901061032,0.9906461671833263,0.8675999802299663
1380,366.5857010971248,193962.18402272617,0.5143636413463315,13,5,3.206267912505351,58.52531976001111,3856.0383167820073,4890.103754974244,0.975509353840787,0.8124328810507675
1381,360.17996217439327,248456.2968088261,0.6243352683074276,15,7,4.610092749809141,50.67037378824784,4567.373822663525,5524.482829200796,0.9950124137414353,0.7365336904635127
1382,364.8058745024031,126423.02624435362,0.6264747247689975,23,17,5.234840468233107,58.57519802126554,3831.3567231925163,4777.1549117915365,0.9999725596875534,0.637665634521913
1383,360.0029453702124,159840.13214748746,0.5387616507503364,21,19,3.723128831219089,46.03669241619058,5129.285595155285,6141.129299510658,0.86047719761465,0.8383470010394856
1384,364.617471081807,198488.87854532694,0.6408420253849922,13,11,2.797829970038638,59.82599424064732,3717.376013902028,4651.090714251657,0.9978596447313102,0.5989003822065324
1385,363.8829767819142,158105.8082169953,0.46830380558758555,13,11,3.5929672253490317,47.1301558071656,5101.3152785349,6156.981251061347,0.7697225198059326,0.8698228181122486
1386,368.0329066141918,215164.96199941047,0.5367786907606595,20,8,2.9806245818708432,50.72284937937219,4562.191030803985,5598.411310010973,0.995341636223563,0.9087143288373943
1387,367.798001387589,240405.120751023,0.5839415813361984,15,13,4.829998072965122,53.179569562791784,4348.904625770005,5333.007233580316,0.9800471631552544,0.7647982447252178
1388,367.7861983082917,236525.01942533406,0.4621732025172329,22,7,5.967507653379565,53.66199507620669,4297.36964851667,5398.939057005075,0.987425092632683,0.9913903415857678
1389,368.00120351850126,146806.65023750774,0.5990520301157276,17,13,2.8003279559502188,50.46778279548707,4581.80582936279,5561.632118507291,0.9993712162739373,0.7938460878830472
1390,366.40523233376297,235565.1443642982,0.48855406249661676,18,9,2.117470658855678,46.0067781720303,5093.704481617546,6167.156055344547,0.9018143725824909,0.9964452459036331
1391,360.3930020078155,145059.55955681214,0.5299273686330349,20,12,3.0806007629234404,63.79026574372658,3349.506624570693,4364.454668659807,0.9993013464008412,0.7365068091153822
1392,362.882462660022,206734.02923111813,0.5678513077911578,15,10,5.0030014422653455,64.85605312852076,3251.695794191414,4234.70640174559,0.9981993188504634,0.6653440056354087
1393,363.0332488695165,140521.3732730426,0.6178082675091204,16,9,2.39282781812374,53.838491296942884,4271.209794887118,5229.3846526956495,0.9980768323118003,0.7082367281951906
1394,360.41686906916254,151721.5570975471,0.5864467302171252,14,10,3.8123586736958757,47.0000117139332,4909.65071979162,5907.21009089197,0.9927018974802072,0.8716705833944042
1395,367.64498778216404,129672.16193243746,0.5601559546162659,19,12,5.135481008701493,61.59222110394926,3552.7419772520643,4546.340204648346,0.9994182441262547,0.7137599488936881
1396,361.26308988351764,161367.02717013494,0.6106692501851176,20,18,2.8971247934004825,56.916520096423085,3984.861800976063,4944.757860175879,0.9998630483036506,0.6839345511616393
1397,368.73248156857744,157722.76571461683,0.5726448239381388,13,11,4.434326086065871,57.582944737312644,3933.9282136837824,4921.574146448014,0.9872032441977965,0.7327294062611098
1398,364.68185514913193,150310.48665023642,0.6372284343339912,13,3,2.9288730525407103,54.45951633143318,4243.166724788254,5180.726856418259,0.9651466969863012,0.6369854641894466
1399,364.44108720090145,206289.83780721753,0.5993271893435869,14,12,4.241287939862172,45.229631525276574,5136.733600298788,6111.620240124526,0.9324937877154216,0.8041175600590659
1400,361.02095578119645,144923.22164773126,0.5616666141819904,12,10,3.246712454667795,46.77816660007128,5025.491969579415,6023.372068608469,0.8969510841917133,0.8198031077291222
1401,364.18018102812164,179723.98128558288,0.6480564227513207,23,9,2.7962887484642147,53.6682804137028,4286.613912149729,5221.390477301275,0.9984480218917627,0.6544359468872656
1402,369.3950841725225,168429.59983729906,0.6275760619199907,23,16,5.140916442299701,45.57324604849162,5033.920036289378,5998.704418767334,0.9999542341011306,0.8171439638080868
1403,366.7402587997897,137682.20455539855,0.4667573371216896,21,9,3.7213489676489058,48.6472413552146,4838.788015389666,5929.312948146569,0.9081968782738017,0.9992328728374862
1404,367.57706052216577,239600.6568203248,0.5394580549698571,12,5,2.3745445548834354,52.83850080600423,4383.555168863058,5407.249916517418,0.9768221842010952,0.8509153983564144
1405,368.07682853181905,181248.201787107,0.5684165221653921,22,5,5.081506348143485,47.264588717332416,4894.892849800513,5906.600021667947,0.9833564158349162,0.894552193824508
1406,363.0500361695554,165153.80701172267,0.5587247155394134,12,10,3.2370112098946455,47.902707275105804,4913.628661683776,5913.550540208384,0.9031323191282961,0.8158408312011941
1407,361.7395095939879,235238.39074930697,0.5691814339604062,20,6,3.234323047179834,56.43436343444145,4038.8886283785323,5031.55606855712,0.9890170623159915,0.7549190836871784
1408,368.54701899025537,219391.66847412416,0.619904148951844,13,3,2.3856631355339855,64.63736284514094,3298.5728960706383,4239.694566088873,0.9596558788150465,0.565971583241522
1409,369.1683575679443,158088.1663609013,0.4777452722756106,20,18,2.849799254137114,47.154138024335595,5087.672981942278,6137.480489213489,0.7839564399617872,0.8654270086936527
1410,365.933377507768,193304.2250282278,0.5143096069937927,15,7,3.48940501439864,45.96950905655128,5056.207765801315,6115.515756312384,0.9436241286780799,0.9902873498111677
1411,364.45583556373094,219874.31370647,0.5847365381932113,22,3,4.909923714472065,58.46904636942056,3876.9630413146833,4849.250763009641,0.9558297865940035,0.6788534713749091
1412,366.9636356824979,245940.73944415414,0.5484190679480494,17,6,3.4633717641136315,56.354629496447956,4047.3415327601556,5057.762085792641,0.987789129672779,0.791862987022267
1413,361.7457486961779,151245.50029335948,0.4730470470116112,23,17,2.571943356951482,46.43376694756636,5085.003940039726,6163.102553728001,0.867724083710269,0.9822544182371007
1414,361.54057684779855,206962.33648915117,0.6097228733502345,22,6,2.8508426586735376,58.66517527314675,3830.5870955341525,4787.840668209851,0.99083076455141,0.6588014737002138
1415,363.13365129239554,126230.13925619604,0.5845903651348063,16,11,2.763571963269031,52.818716375283906,4364.860762252626,5352.60969051469,0.9988226873879025,0.785430226503291
1416,366.81678747200834,163953.80265372075,0.4603857015211586,20,5,2.9607068656889135,56.48277411666717,4050.373959860674,5139.816337780668,0.9702539529477648,0.9324429478335504
1417,366.36230566516787,199205.58653060242,0.5000461707894541,21,12,5.82629805419426,49.95128675398775,4638.069677080327,5713.5916639560155,0.9908832822704855,0.9917482841562701
1418,362.0564688606676,184506.6126278769,0.5447915235288343,14,12,3.648550861764045,48.97637611257513,4819.15763461733,5828.138641323087,0.8955745958537986,0.8206545337140331
1419,360.5134430295289,240233.79360437207,0.5059842262859744,16,7,3.350177705888101,56.078531024172264,4070.9779582724586,5121.200736402536,0.9900497130059382,0.8731424531926075
1420,362.79664821974734,205100.916469194,0.4904173918174079,14,8,2.0055281208509323,64.63653095990637,3276.4320407676773,4322.391779875804,0.991935739964155,0.7839696817823301
1421,361.21656799883164,144236.78248473842,0.6107568093664553,13,4,3.4564970212028197,52.71576267136079,4395.356784878177,5357.273258109514,0.9763951543156131,0.7172082887923164
1422,365.70985198068416,178582.23319047788,0.4532469886128841,22,7,4.358389409427043,58.86817473391597,3814.9877904013656,4908.348208434676,0.9868870585499591,0.9196130535212439
1423,365.6483740404281,198955.48584456876,0.5872810018003259,19,15,2.04862628618546,48.23287589365912,4788.346384918323,5783.778462219716,0.999555516165281,0.8552027928224819
1424,364.98384051073407,230650.94187416218,0.5993660913033974,21,7,4.026490464718332,53.77259944405956,4280.727440101965,5253.441900750072,0.9943784514728324,0.7402193999484462
1425,363.176584264477,205952.11223909806,0.5592639750685546,16,14,3.4746693297053204,63.49699057554811,3377.275664774656,4368.77222196744,0.9984279578627246,0.693201643498669
1426,360.03995441151704,129703.01647686333,0.5586938144421804,19,7,5.692561931866001,64.3024035055619,3307.036488244973,4297.20293964293,0.9924320330093731,0.6820967480643907
1427,368.1611753807176,168770.53222205638,0.5735632260720791,16,5,5.850252291861878,62.580017678032675,3474.574811814306,4453.990580199067,0.981644828619255,0.670450868519598
1428,365.1450392448,157852.70346146,0.4784187113279412,21,16,5.164637604726946,45.13746917095452,5225.635958262732,6295.800195942591,0.8485628959991908,0.9714746281902088
1429,360.1201596614501,142828.54296514604,0.6033081876809983,15,8,5.050312570626348,61.3331623051897,3579.049575490111,4538.847317577111,0.9963948936260241,0.6445091314902021
1430,368.4753283593786,182462.39351668896,0.5694268542453216,20,9,2.5847126582460658,48.75502183337132,4741.963965934933,5752.482036493106,0.9976940691586352,0.8807122955786028
1431,368.83274776019914,162005.59400757984,0.616582809560309,20,16,2.1146327624717096,47.618131299867784,4844.874507482976,5815.127438663305,0.999873055806309,0.8050519502427723
1432,363.1204987488696,217930.02702008554,0.5632667048078761,22,17,3.0169022846154996,60.08871949625646,3691.388779412229,4684.796987764825,0.9999516187671048,0.726781980508015
1433,360.1065624952665,210011.17857772316,0.640331774849682,16,14,4.137460487711041,64.50825074361786,3282.8362310476323,4213.168791342982,0.9996583661645531,0.5573658705380284
1434,369.8717352757511,238848.71383358096,0.45305126173748883,17,15,3.8408412906319027,60.387657378684914,3756.5645061360296,4824.9658798114215,0.8733822838459838,0.8226722417876596
1435,364.03896331926074,144205.47716278126,0.5101036496087655,16,14,2.6350557280183304,46.48712611552963,5118.011730863913,6147.520186225128,0.8245178538131744,0.8518289769696702
1436,363.69738350042303,127864.48190415042,0.6221010730809304,16,12,5.427436030316445,57.09744665446298,3968.489133031914,4919.224810134754,0.9994438820566196,0.6614312202211743
1437,369.849024982308,168499.5813275693,0.5853408768635084,22,15,2.815930000731377,49.3772877170566,4682.145097993421,5676.722019262004,0.9998951557419862,0.8396695471101047
1438,368.728236844142,243127.35928838825,0.4924949746987521,18,15,5.221020001414088,47.1720212166032,5030.110182323613,6081.475419383349,0.8505493695738515,0.9084903867066654
1439,367.2531487094068,167200.16266139565,0.5061786244975094,22,4,2.095953239169919,64.97880789735052,3266.551896863502,4294.202315390273,0.9599129733890516,0.7383675330928637
1440,361.716289702462,153653.7519001845,0.4962545628087656,23,8,5.249248680237101,60.903462149692494,3620.98140923385,4669.570985509034,0.9936313241937819,0.8230328584804246
1441,363.18873417001606,190559.83995076426,0.5100267536486265,16,12,2.622464372335653,51.16602556007776,4557.046140238233,5608.748875442907,0.9576239787614332,0.9171698325875646
1442,360.83512540023855,171887.78159857952,0.5996428784323555,20,16,2.202735368482785,45.488133171616646,5042.179010783764,6032.952664787236,0.9996012432294004,0.8796574488955567
1443,368.6013343701053,245147.63137761812,0.4641659452695765,15,5,3.4591806602808677,52.049468599486424,4478.01970569726,5573.520562619633,0.9538667186480699,0.9869705013179486
1444,369.3917084501636,140993.5431714124,0.510949452351795,23,13,2.4973886202390156,45.09962521289,5152.406322170521,6213.518975728002,0.9290379871064601,0.9979952926183814
1445,361.4042905430403,210781.04089193937,0.6457800349214449,18,14,2.2872383037661437,63.52200316561527,3373.915354899032,4301.223763478009,0.999855509745074,0.557550518368117
1446,363.82635510620656,214513.02698788812,0.49970458304913085,15,13,3.847515974426329,59.88432297386737,3760.8297092858647,4798.3973791058725,0.9345094338636262,0.7915651533104454
1447,365.22154029003224,149205.059560007,0.5495294241901698,23,9,5.067198505676321,57.3542461780036,3946.5933044223552,4955.836626051562,0.9972726357314757,0.7833900725739356
1448,361.445324184384,176222.99224655225,0.6113030594115625,19,14,5.770456777187931,54.89084945448586,4172.252905655578,5134.421950156191,0.9998261157788492,0.707984129873169
1449,369.83786422045523,135594.5134753691,0.46401853515259406,17,15,3.8132086863745513,48.55680948089124,4958.391313907243,6017.413284033466,0.776556362905613,0.8670975984940001
1450,364.59045287642954,133403.3580192845,0.6452714825411557,15,11,5.9823162784780095,60.467177548232144,3656.931399630713,4587.0358470073925,0.9992643721542844,0.5861654493894195
1451,366.89961175311953,221687.89174837206,0.6177614659374114,15,13,4.232109429059271,51.86805652503346,4456.29462146784,5416.972661125416,0.9952070125363125,0.7324962635962701
1452,368.464394207108,192815.93375403606,0.5192071670011943,21,9,4.393573552096123,52.891926961441264,4359.966969326615,5407.627296706525,0.9968334874885052,0.9061896162751177
1453,361.38104174165227,175616.52619982697,0.4527222297582069,12,5,4.590718184755055,54.475064816567176,4262.5658506861855,5358.687715576217,0.9408946059329337,0.9552445318882702
1454,367.94088874503575,192236.7308633387,0.5781363420512058,20,15,5.371846121093951,51.44603818729564,4490.8665477533295,5487.3285350588485,0.9998314081807947,0.819852829882999
1455,365.71395534756226,222352.9820909099,0.5848142211446092,15,13,2.902581060605687,51.014379500635656,4564.5408126532375,5548.730579581089,0.9647437634162357,0.7800061404160609
1456,367.23909804052005,217523.1699162595,0.49495598509613126,23,13,3.7812012185990795,62.84351645306849,3436.941282943764,4483.587134288101,0.999492087009448,0.8033530279650196
1457,362.9583698792491,191872.37068900268,0.6042550337875334,21,18,4.220990428900897,54.73603667634205,4186.464394577502,5154.586969914438,0.9999442306195319,0.7229601315865323
1458,366.2156115272094,125638.77587798718,0.6373934061844702,16,6,4.768741440115786,54.837914928194,4184.03496277162,5124.715664524823,0.9922036218851856,0.6548126189133846
1459,361.47938120703265,139692.76587730015,0.5949294391652459,22,15,2.587721076864636,57.80065761496725,3903.049267565629,4874.212576898855,0.9999068862624882,0.7007381648586241
1460,366.2643012159662,174156.9071003931,0.600102224092316,15,8,5.496617807662441,46.99325119978839,4906.615415765286,5892.278768043941,0.9961627686607224,0.8466402604052307
1461,366.22156012122605,200388.89317717316,0.5758427590103737,23,15,2.9010229297610244,45.116502066591565,5076.255564544125,6091.7468039915575,0.9998714566599403,0.9399813205421713
1462,367.4673174016435,210109.71733380907,0.5138436377349717,18,13,4.380586934389668,49.73746704001692,4677.255335793721,5733.037373004017,0.9712207971845168,0.9483619372590296
1463,366.7229691009895,147030.47244100887,0.5579984763651438,16,14,3.26173229945086,52.015012930969746,4492.847398426743,5494.0010573066975,0.9409581693907817,0.7952902163086929
1464,364.6873107147788,248500.49158333678,0.49505964889057014,17,9,5.01516266995983,56.004400804383835,4073.0863811748472,5135.2680891530335,0.9954855767442831,0.8980619314268133
1465,364.2565507230371,154715.22013947892,0.5469560444367283,16,6,3.925189763892431,48.28109488834317,4796.0286274676655,5827.28657444187,0.9877807594697852,0.9252571823013301
1466,366.38068255543277,248306.56776038834,0.5912618435399578,23,3,3.617871989832887,45.062731210407215,5123.003961414602,6112.481399443847,0.9610505597644509,0.8595581922834242
1467,360.6095349423654,195084.05019959324,0.45397835106941825,14,7,4.39153989808044,55.48381841898287,4145.873212562947,5244.309461889433,0.96731625547196,0.9578866577920486
1468,369.0052184529373,188482.01146684767,0.46173113981635056,21,6,2.7839137780095737,59.494530870738075,3762.06652509345,4843.894978863852,0.9803932098343805,0.89138788067464
1469,361.6035158340202,169685.16798601038,0.5929724337660669,13,11,2.015531224775722,53.69152402641253,4297.405614296854,5273.8343752542805,0.9843882415203592,0.7446203214732935
1470,366.8373983196719,137662.16487069833,0.5072481870236987,22,10,4.414876611059688,56.18490390571992,4054.2517259342385,5104.705293136805,0.9979065304085889,0.875385598395463
1471,367.4659894604484,141249.64824615768,0.4983091384271645,20,5,2.834188709701746,46.39952481093033,5029.970792930158,6100.522195971374,0.9294862166717213,0.9997842446132265
1472,368.8534765862546,234096.21438734164,0.5341850825367324,15,5,2.134729551196729,58.16408101733839,3887.1001533942363,4904.923830544852,0.9786038506310871,0.7854738418573021
1473,361.87895723051116,243016.85979644582,0.5281775644603378,16,3,4.511604637797032,56.5631722018097,4062.8835017396523,5083.176588656125,0.9460428191707088,0.7927157023979413
1474,368.1784450796377,190504.66236992786,0.5686540029148462,14,11,3.4800492348432583,52.075215342458314,4441.055014835705,5442.819921936403,0.9910805921770768,0.8201048949769532
1475,367.70184201717285,229055.11974183412,0.5567166500555655,16,12,3.588871287144904,54.894774858160176,4173.065921131231,5181.101681998944,0.9985282591543754,0.8063053707135656
1476,360.54710075514447,178736.78684853416,0.46046985619805625,21,10,4.277174740198792,47.283103789559235,5000.050558708641,6090.6980221665335,0.8725588249525815,0.9989765348846045
1477,367.7619357808106,241399.06211133086,0.6479890100917383,18,15,5.307239305046408,59.117251785295004,3781.3002999266937,4710.717659281935,0.9998779036149533,0.5953610205501394
1478,368.18104773681387,180436.23928626586,0.4799721068313416,15,10,3.852735048145538,60.35540324217416,3671.261440571642,4736.218535907282,0.9942373640641707,0.8578243066519953
1479,368.04483216950155,186368.1553730802,0.5619213345053151,21,6,3.651556530886115,60.56644844024801,3656.4269673079766,4648.548992931243,0.9882279107239427,0.715637987305725
1480,363.93952762019546,171160.21818284038,0.4684487187558755,20,7,4.214952351073708,58.36535995520598,3860.6642489312635,4940.646144739206,0.9880530178409174,0.902208430874409
1481,367.1110546296012,147919.63986521045,0.45273369903203214,18,16,5.863040999747682,64.28866452313024,3363.7420204592636,4431.557293723643,0.9100966766310579,0.8013241951378256
1482,363.39197411978745,224912.71192539076,0.5320656651576999,20,10,4.252390124608164,52.02580140488451,4438.816312193697,5476.6677644896545,0.998198584320286,0.8977663149704138
1483,366.7559277358784,235331.56361857272,0.4894552250859465,19,17,2.602498612826687,60.37776917706307,3720.9373545727344,4765.265018996906,0.9257396863856585,0.7968515375800198
1484,366.68805894022694,134807.97900147937,0.5088804858963637,19,17,2.5122121452066613,60.51848621976659,3687.749417669437,4719.182674037557,0.9530126018496371,0.780865827198396
1485,362.38469516081784,248100.7070889143,0.6467719479480465,21,3,3.301372624997258,51.54750776676984,4512.530366511979,5446.14145655471,0.9672504363979634,0.6544643706494567
1486,362.0546697821339,234792.63222256154,0.6449410917354335,14,11,2.4377726982257464,62.9305890548403,3429.208759818286,4357.490401865649,0.9990602948227285,0.563653654634669
1487,366.5555869893519,161794.89980235405,0.5426799478903241,19,13,4.873274737808513,54.286881831658164,4228.404599925627,5250.672221252358,0.9995113336342798,0.8420020676337219
1488,362.72995157346196,197151.18072462152,0.4555669837774845,13,4,3.6690984111990135,64.89347407070329,3281.5642833983115,4351.500265778289,0.9492949601984992,0.8115334335519937
1489,368.2226529108238,202295.4567989495,0.5978966054363233,22,5,3.0420735177319496,45.78671270035256,5029.686945605614,6017.605244112205,0.9855879804570121,0.8611453885840005
1490,360.7719435856276,127016.91792541418,0.4523870994677438,21,12,5.6783137821276295,47.39819732334027,5002.751486849055,6097.082929663284,0.8572066102909663,0.9968754723284323
1491,367.59781834839697,162034.70229266916,0.5780290304032298,21,17,3.2232888334597893,61.18689890847023,3589.821639172354,4569.771541808686,0.9999473647121684,0.6896092917521163
1492,364.25780440792636,188699.87655757542,0.48601204003850046,16,14,3.4579410369488808,60.47413353910236,3714.8596089580765,4761.40034004802,0.9216026715893408,0.7986898006776475
1493,360.1099825103421,169930.87907977286,0.6005715209468953,21,16,3.2777225613570566,51.28913355048428,4505.286328969086,5482.323536142754,0.9999260281958794,0.7787077283207658
1494,369.2784220061077,215214.0483334969,0.6425818453670502,24,18,5.181043385298356,52.76669844775118,4368.569336830778,5308.891375317491,0.999985462294453,0.6773425256960294
1495,367.45487566881775,209524.37848869443,0.4678200455345407,23,17,2.8083397449999756,54.13290633472813,4264.022511047368,5354.697604560342,0.9759496938341821,0.962720853720843
1496,363.76232782544884,247120.8897689169,0.5898939030881738,17,13,4.621803255094772,48.21210103703742,4790.992032304954,5783.871798182271,0.9988596624526055,0.8494040526054029
1497,365.06336824763844,233976.0101451013,0.6089815619199261,22,19,2.3731289522962253,49.26367554845862,4692.618240491059,5666.251963889026,0.9999294188059794,0.7936529774190331
1498,361.47109110725256,139506.7355373361,0.5501280266980996,17,5,2.6930359296738056,47.443469109020846,4880.088724680021,5908.921615518957,0.9816128035160813,0.9278585840553453
1499,367.8150991819642,137348.25108924517,0.5385537955039434,17,7,4.218279503696212,64.89889485346261,3252.424005762087,4257.674258832549,0.9915059006655613,0.7064291045211357
1500,366.0489135625814,155362.40065005634,0.6366781825091492,24,19,5.952492648284339,49.79984298495292,4642.967546071415,5592.202574708443,0.9999892464414437,0.7295533427736081
1501,369.788493186077,192097.59762912407,0.6115081332188121,12,7,4.397624181008893,45.327446468278396,5067.376715678798,6044.889402190093,0.9901364198844813,0.8451815081407655
1502,369.509103246172,238372.61844124028,0.5464419657274571,16,7,3.241087297253429,64.60150758979412,3279.7365148541976,4279.126726406194,0.9918511585742227,0.6976206656361724
1503,361.4743610609979,161928.1542127327,0.5258469935104612,18,16,3.6765167607834486,45.566470153527355,5194.020205285728,6213.516502114852,0.8382103399021452,0.8473010577093804
